Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2024-12-23T10:04:08-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21600.0,57.50,1,57.50,-0.85,-0.67,,,,,,,357802698,55.98,USD
2024-12-23T10:01:06-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21571.25,0.00,1,0.00,-0.85,-0.67,,,,,,,357801036,-1.52,USD
2024-12-23T09:59:01-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 5976.25,0.00,1,0.00,-0.85,-0.67,,,,,,,357800099,-1.52,USD
2024-12-23T09:58:38-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21545.75,-70.00,1,-70.00,-0.85,-0.67,,,,,,,357799606,-71.52,USD
2024-12-23T09:42:45-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21580.75,0.00,1,0.00,-0.85,-0.67,,,,,,,357791636,-1.52,USD
2024-12-23T09:27:09-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21520.0,-27.00,1,-27.00,-0.85,-0.67,,,,,,,357778468,-28.52,USD
2024-12-23T09:18:36-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21533.5,0.00,1,0.00,-0.85,-0.67,,,,,,,357777107,-1.52,USD
2024-12-23T09:02:53-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 5979.75,-80.00,1,-80.00,-0.85,-0.67,,,,,,,357729940,-81.52,USD
2024-12-23T08:46:21-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21580.0,-70.00,1,-70.00,-0.85,-0.67,,,,,,,357732732,-71.52,USD
2024-12-23T08:30:03-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21615.0,0.00,1,0.00,-0.85,-0.67,,,,,,,357730363,-1.52,USD
2024-12-23T08:24:17-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 5995.75,0.00,1,0.00,-0.85,-0.67,,,,,,,357729677,-1.52,USD
2024-12-21T14:43:55-0600,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.01,0,,--,0.00,,,,,,,,0.01,USD
2024-12-20T13:40:19-0600,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  241223P05920000,Equity Option,Sold 1 SPX 12/23/24 Put 5920.00 @ 9.70,970.00,1,970.00,0.00,-0.77,100,SPXW,SPX,12/23/24,5920,PUT,357648144,969.23,USD
2024-12-20T13:40:09-0600,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  241223P05930000,Equity Option,Bought 1 SPX 12/23/24 Put 5930.00 @ 11.40,"-1,140.00",1,"-1,140.00",0.00,-0.77,100,SPXW,SPX,12/23/24,5930,PUT,357648044,"-1,140.77",USD
2024-12-20T13:31:35-0600,Trade,Sell to Open,SELL_TO_OPEN,SPXW  241223P05930000,Equity Option,Sold 1 SPX 12/23/24 Put 5930.00 @ 11.60,"1,160.00",1,"1,160.00",-1.00,-0.77,100,SPXW,SPX,12/23/24,5930,PUT,357644085,"1,158.23",USD
2024-12-20T13:31:35-0600,Trade,Buy to Open,BUY_TO_OPEN,SPXW  241223P05920000,Equity Option,Bought 1 SPX 12/23/24 Put 5920.00 @ 9.45,-945.00,1,-945.00,-1.00,-0.77,100,SPXW,SPX,12/23/24,5920,PUT,357644085,-946.77,USD
2024-12-20T12:15:57-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 6024.25,-73.75,1,-73.75,-0.85,-0.67,,,,,,,357582115,-75.27,USD
2024-12-20T11:13:39-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 6039.0,0.00,1,0.00,-0.85,-0.67,,,,,,,357581107,-1.52,USD
2024-12-20T10:25:51-0600,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  241220C05910000,Equity Option,Sold 1 SPX 12/20/24 Call 5910.00 @ 42.41,"4,241.00",1,"4,241.00",0.00,-0.77,100,SPXW,SPX,12/20/24,5910,CALL,357549555,"4,240.23",USD
2024-12-20T10:25:51-0600,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  241220C05915000,Equity Option,Bought 1 SPX 12/20/24 Call 5915.00 @ 38.26,"-3,826.00",1,"-3,826.00",0.00,-0.77,100,SPXW,SPX,12/20/24,5915,CALL,357549555,"-3,826.77",USD
2024-12-20T09:46:04-0600,Trade,Sell to Close,SELL_TO_CLOSE,TSLA  241220C00440000,Equity Option,Sold 1 TSLA 12/20/24 Call 440.00 @ 5.90,590.00,1,590.00,0.00,-0.14,100,TSLA,TSLA,12/20/24,440,CALL,357519630,589.86,USD
2024-12-20T09:46:04-0600,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  241220C00450000,Equity Option,Bought 1 TSLA 12/20/24 Call 450.00 @ 2.00,-200.00,1,-200.00,0.00,-0.12,100,TSLA,TSLA,12/20/24,450,CALL,357519630,-200.12,USD
2024-12-20T09:38:13-0600,Trade,Sell to Open,SELL_TO_OPEN,SPXW  241220C05915000,Equity Option,Sold 1 SPX 12/20/24 Call 5915.00 @ 12.50,"1,250.00",1,"1,250.00",-1.00,-0.77,100,SPXW,SPX,12/20/24,5915,CALL,357513174,"1,248.23",USD
2024-12-20T09:38:13-0600,Trade,Buy to Open,BUY_TO_OPEN,SPXW  241220C05910000,Equity Option,Bought 1 SPX 12/20/24 Call 5910.00 @ 14.60,"-1,460.00",1,"-1,460.00",-1.00,-0.77,100,SPXW,SPX,12/20/24,5910,CALL,357513174,"-1,461.77",USD
2024-12-20T09:30:22-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 5966.25,155.00,1,155.00,-0.85,-0.67,,,,,,,357504260,153.48,USD
2024-12-20T09:30:04-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21472.0,253.50,1,253.50,-0.85,-0.67,,,,,,,357503906,251.98,USD
2024-12-20T09:20:00-0600,Trade,Sell to Open,SELL_TO_OPEN,TSLA  241220C00450000,Equity Option,Sold 1 TSLA 12/20/24 Call 450.00 @ 0.80,80.00,1,80.00,-1.00,-0.13,100,TSLA,TSLA,12/20/24,450,CALL,357493852,78.87,USD
2024-12-20T09:20:00-0600,Trade,Buy to Open,BUY_TO_OPEN,TSLA  241220C00440000,Equity Option,Bought 1 TSLA 12/20/24 Call 440.00 @ 2.50,-250.00,1,-250.00,-1.00,-0.12,100,TSLA,TSLA,12/20/24,440,CALL,357493852,-251.12,USD
2024-12-20T09:18:20-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 5935.25,0.00,1,0.00,-0.85,-0.67,,,,,,,357492520,-1.52,USD
2024-12-20T09:17:01-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 5930.75,-21.25,1,-21.25,-0.85,-0.67,,,,,,,357491259,-22.77,USD
2024-12-20T09:15:52-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21345.25,0.00,1,0.00,-0.85,-0.67,,,,,,,357490205,-1.52,USD
2024-12-20T09:15:50-0600,Trade,Buy,BUY,/MESH5,Future,Bought 1 /MESH5 @ 5935.0,0.00,1,0.00,-0.85,-0.67,,,,,,,357490154,-1.52,USD
2024-12-20T09:15:07-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21336.25,157.00,1,157.00,-0.85,-0.67,,,,,,,357489471,155.48,USD
2024-12-20T09:14:07-0600,Trade,Sell,SELL,/MESH5,Future,Sold 1 /MESH5 @ 5933.0,96.25,1,96.25,-0.85,-0.67,,,,,,,357488465,94.73,USD
2024-12-20T09:00:44-0600,Trade,Buy,BUY,/MNQH5,Future,Bought 1 /MNQH5 @ 21257.75,0.00,1,0.00,-0.85,-0.67,,,,,,,357475742,-1.52,USD
2024-12-20T08:59:45-0600,Trade,Sell,SELL,/MNQH5,Future,Sold 1 /MNQH5 @ 21229.5,-40.50,1,-40.50,-0.85,-0.67,,,,,,,357472548,-42.02,USD
