side,id,symbol,expDate,strike,type,quantity,date,price,costPerUnit,openHashId,closeHashId
buy_open,13,./ESM5 E3DJ5 250417P5280,4/17/25,5280,PUT,1,2025-04-17T11:12:02-0500,-387.5,-3.37,a19c6f236bf895997722bcc78778a29c,
